HCCEK-23329,4
FpoDP-18766,1
GbZYz-49648,3
tfooL-96597,1
IIsTQ-40675,4
PpOej-92386,3
amSbE-99930,3
CagRd-87450,2
ooKKS-76162,1
vxojq-82977,4
sBLyx-74213,4
kefRd-67946,1
PPDhy-50007,3
CczwJ-43914,3
KrjLT-62171,3
etabq-37973,1
qewiJ-65305,2
pZjZn-10923,2
wKebT-14249,3
UPjdt-32740,1
sSZRR-56002,4
vflyT-22442,4
NqwJY-78561,4
AAqXO-28622,2
tzLlr-56977,1
VrGYh-98428,3
GEIWl-25591,1
JSzZM-32080,1
CfgVG-34071,2
PAqPa-23987,1
uPTQC-86925,2
oABOS-35276,3
GMAYO-45714,2
QWVwN-56957,2
AMNyc-96733,1
zSqOq-61356,2
YAoQB-67288,1
KoNou-71047,3
XNEmV-42269,1
oRHvV-22811,3
aFErZ-19436,1
Gbeqa-94280,4
JDQxf-89389,1
mFSGe-76938,2
Ezgia-84147,2
wadwE-59210,2
RENXB-36010,3
VuzLc-98974,1
LoGMr-24173,2
jXsDf-62368,1
jNguf-88870,1
PnFoe-81129,3
uqVqr-17554,1
UItWO-30793,1
BradU-18089,2
PFrsa-91959,2
TwYfp-63437,3
thzRE-90712,4
YRQuU-74940,4
cptCr-95173,3
hMptC-69438,4
ujlWC-72383,3
EFHWe-74793,4
XxSDX-15840,1
MxDCq-13846,4
FqkFb-26244,3
NZqrZ-73123,3
rzYmz-72357,3
ZYBsd-55781,4
fOdon-80131,1
xiZay-44153,4
KKhpW-62517,1
CaJyU-37259,1
wBVTF-84347,3
MeJDb-75215,2
CjTWu-45508,2
vTOGa-75264,4
dtpAj-85595,1
UpPIk-48948,3
IigcA-56890,4
prsIa-21868,2
jUSOK-24088,2
uZgwD-90775,4
DUnMV-54383,3
najDv-61937,4
MOsch-11377,1
Untqi-28154,3
QkWPW-97623,2
XpyCg-94064,1
xHpLW-17370,2
gPbGl-76262,4
dSLQi-34750,2
zULop-46759,2
iftDs-74743,2
ZKrgK-66997,1
ZlpCU-66568,4
LsvBg-12656,1
WLXiz-56870,4
AEFLN-56554,2
qUFJz-23259,3
KxLKH-51687,1
ZbhLr-71587,1
QmnJH-73012,1
QQuOA-76177,1
HLHJE-29327,2
xYdlH-14161,2
ItcAE-81982,1
MfodE-78596,1
dCPMR-40700,3
mKtpR-21361,3
vTiDb-31021,1
jhGDE-16072,2
FciXi-19832,4
EkFRv-23150,1
NPzcb-74285,2
CkUDz-36026,3
RXvhs-24445,2
MPYJe-51606,2
mXsGQ-37443,2
dvzvB-33392,4
bgELb-86656,3
KWOzJ-63239,1
FpcCV-94350,2
GIRfP-31979,3
rXraG-63168,1
vskZG-32522,2
lEiKg-84041,2
jDiFz-57278,3
kXfyk-94972,1
ouGqp-69629,1
urnWS-31972,2
nSLMj-56299,2
ZDPQz-66032,4
OGJiT-83461,1
zSDBp-95458,4
pfQTY-25087,1
XlpGT-52970,1
cjFId-79675,1
tHmNM-56475,2
CAcZW-71405,2
ztEGj-39327,2
QQEAS-79703,4
eMAgk-17575,4
CfLAM-44430,1
iFvaz-44480,1
DEANi-91882,3
kypYK-92043,1
KRTGK-17733,2
liIjp-10941,2
ScVJI-24235,2
mjZQZ-86769,4
uRzfM-53494,1
xbLXB-58425,4
qoWeB-69555,2
VQMly-36808,2
CATpJ-97895,4
qcmua-54423,4
XvTZv-92652,2
wBFOV-68120,4
OBkbd-79559,2
dGKcj-45355,4
sNpwu-49602,2
gvtMK-12052,1
vQDob-70540,2
rtrZU-54252,3
vgYuu-90305,4
vghzg-29807,2
WCFDl-82663,2
sRZiK-65051,2
PWnPE-99125,1
mMyOJ-43158,1
uGuCG-36537,1
zNfUG-91212,1
HtTFk-50330,3
buTly-94798,3
oFlVy-83385,1
cYwWX-68496,1
MrKtg-38204,1
CRoHg-24131,1
xIloF-51157,3
MCCJL-26169,4
RIhSg-92178,2
nEQOO-42463,3
IHHsA-51035,1
KAdCm-84170,4
vcoDO-69538,1
lEuNi-48216,4
eCjkC-76228,2
EsmkJ-44383,4
aPvRF-70211,1
ClUaz-77771,1
iQDZw-52689,4
mqgUL-32420,4
AgdwF-14011,4
TbbeO-59673,2
qlKXY-52540,3
drwZl-58334,2
FTfGZ-53957,3
RykZj-14376,1
yOhcw-37285,3
VuLGD-34655,3
twlLx-43052,3
qBhBU-11690,1
Oamxf-80536,4
PWJle-82310,4
btIzw-28355,3
vAolY-74187,2
SsVDG-41098,3
SOVDR-16897,1
hlfsc-26311,1
rxOFF-36365,1
dqpki-19923,4
iCFzZ-64668,2
myNKY-23416,2
aNoKP-45627,3
HiZoe-91502,2
pEeUg-75759,4
sEnRI-80544,2
PKkdp-73029,1
QqxxF-26499,1
EyyAI-24185,2
Kexxc-90318,2
cjVID-25853,1
BtMNC-69541,1
PPKRM-43821,3
cdYRD-55317,4
uJFJn-45748,4
DhMOl-49491,4
EWaVM-91627,1
YdxsL-25775,2
ynOJj-49305,3
oxbXG-31668,3
mWHop-22628,4
xfmPj-97450,4
aGXAN-62104,1
AHNul-85216,3
aeSen-79717,3
dkgMO-30488,3
YfeNT-40264,2
NMggn-47892,3
LgsHq-39577,1
VsJQn-45828,1
Yzpah-13385,3
ZYQJC-50566,3
rnYEU-28234,4
Zgzgr-98093,1
ZmtxC-31162,3
Iheup-48859,4
mIKKZ-70615,1
KGmHP-16554,2
QyptH-23696,2
IuxFq-15978,2
sRTFW-81876,4
VfJEY-85177,3
MDVJg-19448,1
ezEra-40245,1
xDqpR-21482,2
Durjk-89984,1
yuewo-85103,1
jmUSC-87052,1
CWogu-62884,3
PflrF-16677,2
XjaFS-21556,4
ghHkZ-43538,1
JXuHD-91742,4
cCIKh-63578,3
LADCL-59771,2
UOTdh-84123,1
jJtOx-39802,3
iQfzc-73747,2
hTzex-19304,4
pbBCQ-57239,2
gSDcE-34637,2
ECJZc-83438,1
hNyEw-91234,4
LlIXr-56721,3
vVzjQ-81239,1
ZCPmj-32647,1
KLAPS-46116,2
WvEHV-38220,4
NpnSx-59618,3
WzDmO-23633,1
BFfBj-13379,2
RIDhb-17783,1
oqGOC-70738,1
vIwhO-36069,1
vbgkX-15941,4
MVvcu-95182,3
jXZdQ-83887,1
nPksS-84297,1
VIZID-59993,2
zlGaS-43986,4
UnPGB-29266,4
CXTmj-28743,1
mlGpf-91970,3
Vryaz-64434,2
bpgcY-26458,4
PXOWR-91299,1
zWmFx-48275,1
dJjBp-10520,4
JzvXx-45959,4
SJfeN-19818,4
CxaBE-45753,3
zHaWZ-56236,4
tyBIM-68334,2
evBVE-54271,2
PCOKQ-66090,1
GGOqw-10511,3
AESap-54297,1
HAvPO-79946,2
hKnWT-93403,4
UnhcW-20105,3
Kncor-40298,2
QdxiV-86692,3
LUCMn-80942,1
uSyFV-67180,1
tYcTO-59373,4
MLRqP-73139,1
uJEyE-40505,4
AJIDe-72236,4
bwLHR-59056,3
dXTIP-40619,2
DeWHt-65007,3
hkJzA-57480,3
OnlSi-95345,4
WEDSS-27102,1
cUCCW-86481,2
MeMdY-98547,4
UuXZB-37506,4
vjHPd-18782,4
oDCaA-26774,4
wFGhL-24846,4
Pyzta-36621,3
QeYuX-82153,4
xogna-54767,3
xqiiM-42372,1
NwXQR-88461,1
epIMn-31866,1
NbotQ-79551,2
IjomC-77051,4
UjOLm-59905,4
OBnTx-40293,2
iDOiJ-84911,1
zawos-61611,3
FiHXa-96814,3
HhAqe-91449,3
XlZBw-46523,2
BlvjF-26323,1
fTVVU-81972,3
xGkwx-81513,4
PaBGL-58578,4
dQXVy-97335,2
fVRNL-35482,2
fCJFJ-71777,4
uryQM-12182,2
eArrV-78643,3
hZmSi-36839,2
YoQof-93452,3
gTfbJ-28643,3
adYdl-77256,4
lbtvZ-78761,1
klztY-35606,3
GFZDF-74144,3
TULNB-94657,2
gOqTy-38144,1
YQTpT-60900,2
NcyhJ-47414,3
ciKOg-91252,3
nAqnK-38747,4
ixXcg-68245,3
QIWai-77686,2
TmUjp-22404,3
KBvfM-56489,3
ObzdV-88651,2
CDQxP-50516,4
wmkYQ-68124,4
rpGRJ-19861,4
YgkhQ-33164,1
KZrRq-26263,2
yFLMM-79217,2
PjqGC-88636,4
xZSBF-47071,2
DuTKH-94872,2
RUStz-82108,4
qcKxZ-88544,1
UlEep-40597,2
XMKmI-39512,1
CrCTM-77543,3
fvDkc-18671,1
qQPBG-71253,3
IQqPR-22001,2
DLOiV-43931,3
MFSMc-11036,1
DbFaE-74913,1
meqRE-87106,4
lOTpH-27213,2
EuwPf-28940,3
SBEaV-24963,1
hNFuM-14019,3
Yabsd-96312,1
ymTZQ-84798,2
sDeCE-40560,1
jKmzQ-65242,2
wajJf-31637,3
vSeRf-71021,3
GuMXn-49644,1
oAAOv-11577,4
XxgEH-22061,2
yVBue-82632,2
YoeRA-53955,1
HvFpm-23685,2
eQQAQ-43497,4
KasnP-38042,2
DEwQi-36744,2
tTWRe-84240,2
dfSnj-85796,2
oUhRO-20692,4
poReK-28880,4
EfnxQ-89009,3
BzTHL-14579,1
bveIf-14910,3
shZTB-86810,1
Kbbyp-91951,1
ITCFq-44258,2
UdoPo-56568,2
KLlBF-88617,1
jxCZX-60445,1
VMSel-52825,1
Uknpf-64697,1
bTeNx-49553,1
ZMdRy-66087,4
wmIMw-28216,1
Mwmln-95488,4
hCbMe-45160,1
FefLd-90917,4
RZfDx-84727,3
EqpEt-88495,3
YLnFA-39364,1
xvmix-20738,1
gUMMB-21661,4
MfNKA-59996,3
NtNyU-30553,4
fHgGU-31903,3
DJJfg-12374,1
gZMGl-56018,2
TnlrY-22681,1
ADsyq-96340,1
AdYDQ-24433,2
ubrSP-10056,3
sIdCK-31413,1
KbOGH-12200,3
igqDu-45101,1
mSTxS-33292,2
UucZs-64772,2
ucxmH-45867,4
TAoem-20634,2
bQYCF-89034,4
uiFFh-33488,2
SzrtH-25889,1
odxBM-11469,3
bxdTJ-50934,2
XhTIJ-13309,1
asAIp-34285,2
XMhya-13093,4
xFlly-30094,4
oKlds-92433,2
QeHfy-78624,3
dnsaN-23146,1
mttgW-55395,2
XrHqS-95475,1
zLugg-71631,2
lICVE-11094,4
SEShk-84643,1
KJTbk-46748,2
Ehylm-34932,2
IUPAK-12407,2
aZVDq-15614,4
PRhZe-79643,2
gTocX-73197,4
qUjHs-55083,2
yqAKb-66775,4
uUNRi-35897,2
xFOQZ-19553,1
bKEva-31022,3
lYiHw-65967,3
yYgER-41700,4
pylFv-73047,2
gDkfb-25979,4
MClwZ-63681,3
xBUCo-68036,3
UhyuP-99781,4
yfryl-86650,3
CxJWi-72589,3
dkBAT-25058,3
XwwJf-77643,3
QNYYH-25601,2
ZfqeE-81272,2
cELQd-35738,2
OSBik-42220,1
xFVTd-33105,4
GgPrt-76724,3
jvgGc-62797,3
HHPuZ-86071,4
atUhT-60546,3
OEjOW-44503,2
zZxbF-16409,2
EugNX-66933,4
rQZKd-31720,2
KycFO-69133,3
oYZEl-76262,3
STZAh-92762,4
jtIEq-79646,2
AdSsM-47189,3
gjNjT-91018,2
nGotK-93074,4
BAjWm-11788,2
lSvrI-71775,3
CUddU-83257,1
ibHDy-40047,3
YAAGG-66482,3
bzngM-43734,2
qSSZx-24748,4
CAdvr-39145,1
nPRzQ-37360,4
XsrYC-48884,3
bxDzj-58884,2
OqagM-79246,2
njWOc-24275,1
GESPf-72438,2
MXMsq-66657,4
KuGAf-15463,1
eiNbw-62637,1
dHpSG-86168,3
XNIpw-31958,4
OCZqA-97632,3
BnpFf-43803,4
pQINo-29399,2
DpVSr-45194,2
hXQmz-85747,2
RebOd-12447,1
OZosS-57632,1
Yneba-15789,2
bwXJa-30866,1
iYTDk-20159,2
nCBTG-20023,1
XZuxe-22566,3
AZaSF-46651,1
Yrkez-47044,2
WoNGc-83433,1
gRCdl-89721,4
fgRzB-83113,3
SiRhn-82410,3
FnVeI-70376,3
VbRHA-17404,1
sTKMr-49403,4
fIrnK-78748,1
SroOA-21269,4
EkxOn-31235,3
NKWmK-47650,1
SfyaC-86654,4
KyxUd-40265,3
HzoDj-35912,3
LZSop-10528,4
wkBfz-24807,4
STSsG-33753,3
kkAAR-24507,1
FgdLO-21547,2
BpSta-70558,3
hBnSy-87337,4
fCIcS-66269,3
NDLGF-89283,1
JqfmW-90336,3
KXoNz-27545,4
bXcjH-90023,2
mDbdy-14054,1
mJYbr-60987,4
yoZYX-36126,4
pODRH-86611,3
GydYF-25305,1
jUHoF-49338,3
enGfP-10410,4
iHpRX-42794,3
vzipr-48355,4
XMcSv-85545,4
bfGbt-43862,1
FmvPz-19870,4
evAHN-79307,2
lAJJZ-84655,4
nrDnV-29818,2
kBPsR-88588,1
OMoUd-84908,4
MMhKL-23560,1
hjFxL-35788,1
JOMtC-90192,2
WGyVL-68579,3
bgtML-88548,3
OhYaj-85014,2
AeBVu-42778,1
tbTQa-31474,4
JmlRg-38004,4
DWmBa-39036,2
xODkh-18609,3
XWWqr-74399,4
PZGUd-96451,2
AyzTU-65755,1
bULYw-78956,3
fpFNp-23813,2
KFStW-77789,1
LqEpI-33661,1
EAQBR-86556,1
Ckbby-28963,4
tooGr-36412,3
mFunq-74792,4
BnpxR-10708,3
aHwMj-38556,4
SXrgM-90959,2
laTfK-77254,2
rWszC-16105,3
KWMRG-59893,2
IpycZ-60719,2
AZTGu-43400,3
gsDeJ-99677,3
UQaZM-49703,3
lCJmH-66549,2
FPrZj-24714,3
QNbkk-77873,4
YTzdi-89426,3
CgnAA-43878,2
heSWZ-17610,2
mBSWD-79424,2
NFeLY-97079,4
Eehmf-45676,2
FjpoE-25789,3
fuOjO-53785,1
RRuqp-63321,1
XsBhy-12413,3
nPCnm-41428,2
sFVnS-12474,4
NLVIB-15569,3
uENAB-10621,4
TqOnX-64652,1
iziMi-13696,1
VOCRV-83182,1
llHkW-36522,3
LcbxQ-18758,4
uJpyT-96835,2
zlIOX-16670,3
AiYTC-77647,4
eenUg-92723,4
zfEKO-13731,4
awBMI-88985,2
fvsxk-12945,2
XSSsR-81863,2
BEEVU-78576,4
VpIEK-15517,3
sHIyG-25553,2
uHglx-14429,2
elxzf-37717,2
lDCUA-23155,4
cDYsT-78717,1
eWsUV-47932,2
EGjUn-13171,1
IJNiV-10512,3
CMLiH-48041,1
UUqbW-69819,2
xBAvJ-43729,1
YkzLz-39951,3
GdweV-66462,2
CchQc-31848,2
yOtTN-61659,4
CFCDt-18030,4
GHoYp-90691,3
yZZit-35376,3
rvzmm-75346,2
jjzbG-64491,1
JheLh-69549,1
gJrQR-70489,3
fCVON-41812,4
kHADx-14839,4
spqFD-77569,4
DxIWY-54263,2
PaVsY-34249,2
RReuK-60081,1
MtCKU-38454,2
ALNfp-54144,3
hucev-60789,3
PSajE-17572,2
bmxrG-59715,4
ENxvg-69841,1
jvbtC-30002,3
kjtnH-27456,3
jqVYF-61237,3
QGWTj-19940,2
PwIQY-82503,3
YjjvF-83485,1
AwRHt-80592,3
ZbRru-49666,4
OzlCZ-31936,4
rBGXe-17783,4
SAQXY-81888,1
jisLc-73417,2
ZjtGZ-42068,2
vjtRe-82912,4
lvSwb-95595,4
hMalZ-11530,1
GAerD-93794,3
lVnvh-96369,4
AiEGO-12014,3
PAhqd-64207,1
oKkcp-76392,2
fYDEB-10977,4
EkMTZ-13720,4
UXsfv-42386,3
BNkbp-95199,2
NjJOi-67450,4
kQKYp-95907,1
YBRDD-32678,2
DnXKa-74974,3
GLhdE-45206,4
RlakX-74985,1
SeoYE-53087,4
XxFCa-89716,3
BWuVY-61847,3
JrGrt-11965,1
LiDmw-29720,3
IPAmx-62455,2
QhaBx-56347,4
oAqSg-53607,4
SFbQF-88079,1
KvBUg-89268,4
dNaOC-78679,2
QRHrD-33146,2
vbgqS-70562,2
quFQW-92892,2
dHpPz-14973,3
ZziGn-11693,4
OyhwY-39294,2
FtVas-91119,2
BSGaf-27546,1
bXvxg-49472,1
bqYPN-68559,3
DAquT-93974,4
HjQRs-41402,4
KGuEu-49151,1
yemyi-48144,3
IfThO-36183,4
xynyT-40386,4
gnNRH-29702,4
zqRZf-72889,4
VKJdN-82672,1
sQZdn-37734,1
NXLIg-67907,2
hvPAL-11014,3
UFJOO-66563,3
jMtcH-43630,3
FGpWR-61293,3
BoBhl-40799,4
myRUK-36638,2
QAhxS-71905,2
thEMG-45011,4
wNjVM-92791,4
RAxcf-20258,4
dgxjR-23022,1
LHQTz-64810,3
hQtAd-27924,3
KdFEs-75410,4
ZBmDA-82031,3
weYan-32730,2
xybmz-45141,1
aYVcp-54670,2
GpBvt-28974,1
HXIhd-64510,4
KeYjc-93267,3
oFjnH-81042,4
PldeR-38392,1
FkMkH-16772,3
TFhfl-74883,2
TrBIa-10131,3
yVFhd-99563,3
JqXuY-15211,1
wgNty-88371,1
stxHu-88249,3
qdSme-83074,2
uCbsW-46882,1
iriGp-34405,4
uniom-59660,2
MqrCU-44672,3
sUkbY-15736,3
RrBGA-12864,3
loPOC-46138,4
ftTUi-60525,4
CYXmv-42281,3
PGmhw-31484,3
TrGRl-15868,4
aKmTI-64601,4
iHxOB-63943,3
kmMkn-25182,1
Tdtut-55887,2
WTYjM-97842,4
vVYqh-27116,1
TrWmV-50619,1
xMjfI-45957,1
aUSsK-78800,4
oCmnD-91134,3
ZfEss-72104,4
ETXgu-28835,3
FuCja-31608,2
adTPN-91151,3
XJzbd-87843,4
pCWle-22599,2
bMTta-99138,1
aKwWi-51903,3
VOSmV-41151,4
OQSYa-95600,4
okirM-13548,2
IJYWu-36540,4
wqeOs-16047,1
stgTT-91978,2
gAUMl-23803,1
gNZLK-85291,4
TIpcM-23130,4
FsIFJ-67733,1
OnvkY-24051,1
bBllb-50946,2
OJvKi-59690,3
kBvXD-70131,3
JnDlx-52515,4
QjsSx-97301,1
gNGJm-48787,3
JanBG-59447,4
xwlAb-36765,1
OXvnx-13188,3
pUssq-76367,1
KmmPR-84455,4
GZTqM-23411,2
JkYxZ-98367,3
CFabR-48265,1
bABbM-89811,3
Uxxhy-57985,4
DmwXA-26327,4
rWYyj-72007,4
CHXCd-79834,1
xLSEP-93238,1
ghCzY-40478,3
cndzD-89257,3
DeuoB-16450,4
DKBJN-82337,2
ZDphB-46271,1
cgJnT-99328,2
CPpyg-97086,4
PspVR-64210,4
rKOiP-16419,2
RABKu-33418,4
LraAe-77219,3
DMmMS-79945,4
uqYBB-80730,1
ILGcM-22900,2
xHdPw-98941,2
XclSf-10147,3
cDlUy-79990,4
dKZwt-76584,3
tofGE-98008,1
TJynf-93689,4
SQHLB-43073,2
CTuNT-85338,2
MOylz-31033,1
RKDKG-81066,4
mjysG-51664,3
tSJLT-61889,3
ZzApl-18850,1
bWTno-37637,1
MiGKu-50667,1
eQYXf-67597,1
xVlcz-65205,2
hljvO-18733,2
rPhuv-71416,4
LlFay-90636,3
XgPAP-69565,3
PUIYB-36084,2
kgMAM-18181,4
kqwpM-41349,2
vtBTn-13206,4
ASHfC-95132,1
HyKMM-16958,2
THWZu-38790,4
dAcPM-24234,2
sKBfg-23421,4
RkFQj-84481,3
tlIBr-41581,4
CfDZS-48055,4
MsXYU-31979,2
KhZNC-18603,2
xJqBv-32147,2
CCPgG-46799,3
qKnOf-51032,4
hNlVe-82770,1
PSVwi-17332,3
RUszd-46762,2
IOMIQ-44411,2
ejRXf-19482,4
evKiZ-45269,1
akmkB-64046,1
KGHls-86462,1
IrhGU-94165,4
qeHyC-26420,4
vxXUa-42494,1
YlJcC-59362,3
WIngX-33460,3
BzwFV-69400,4
Bevbb-65034,1
uLhfB-45469,4
CCeuV-99815,1
elPHp-17941,4
tRUwK-73435,2
XUukw-47383,3
DgNZC-75103,1
rOhwV-82827,4
FyWRP-37921,4
WYZba-28303,2
tscdw-63502,3
AgFCS-33717,3
jsvqW-79128,1
mOkVY-99900,4
ZSCJz-49542,4
pvGIa-95992,1
kYqkc-17716,3
DKdhO-39413,3
aZbPt-44731,1
xwmol-53168,1
nFhwd-74897,4
IBqZi-51815,3
fKLso-52778,2
cRqwI-57560,1
XJJZA-74434,1
oUunu-79859,4
svyQz-43723,2
GgrxM-87366,1
caxnK-77022,4
buTMD-18801,3
jFvmc-62505,2
aMGRM-21383,3
XMhdZ-32678,1
UONCU-84008,3
kliuQ-40691,2
UNjqq-23458,1
TGIQN-75694,4
eyZAS-50869,1
FWyPt-31816,2
olUGf-17482,2
leahe-26020,4
AhXZr-44756,2
cPTxi-71581,3
EeLVy-71099,3
etPhp-82792,1
FgtBO-25524,1
aYZiw-42924,4
yuMbf-84389,3
flzXl-19997,1
JVEEc-84770,1
YsbFI-11181,2
owchx-56831,2
wNZOQ-78297,1
DipeB-21883,4
vLTgI-11445,3
YYYjv-24812,1
fdigm-63471,1
FbqvE-38103,1
AjOke-97953,2
fKcQe-27010,3
nUmXY-57809,1
wFZKI-62809,1
DSWVi-24606,3
cCXDa-52723,3
IePdc-81060,3
xNKjS-84182,3
tlMwN-95658,4
iEDVq-70790,1
paUMN-49006,2
hxPUg-50171,1
dOijF-25300,3
BbMfl-55189,3
FIptp-26516,3
lQHJu-96846,2
YEyoc-94884,4
uvDgE-39859,1
GgUQO-47794,3
MUPfO-69886,4
MGAJE-28432,4
eOSGr-29018,3
SdtrA-39777,1
jalmq-66552,2
LKDaT-90101,3
mudxA-58136,3
BkZCK-71145,4
SZkRe-54006,3
TYEed-93452,2
FrRYV-78429,3
eqVYW-22996,4
LYnVn-74197,4
YDDvQ-91214,3
TRnko-37006,1
VIKUn-66277,3
etNmY-71043,1
tkqev-13184,3
wEZBk-62450,3
EqSXi-73694,3
sruNx-98030,3
OEgIi-93500,1
GXKvA-47042,4
FDXoI-13768,4
zMMsd-83721,2
otWLr-31838,4
ldSbZ-90656,1
iJfyx-32627,4
WkMBQ-49556,3
zgIKD-94516,4
fiFXH-11666,1
jXBnN-72003,2
vXMVi-41170,2
hHWAv-72244,1
CGElw-29524,2
Apsym-56681,2
sfyIb-29021,3
BIVTX-28302,4
dbGoi-48836,1
umerh-13660,2
PcaJx-87505,2
gZCKo-48821,2
cunRc-35182,2
MSbqE-54811,2
EulJB-76982,2
iVDPU-92752,4
jzZWQ-90040,1
OBDJx-40663,2
egRHI-70125,2
vCdrL-68314,2
BhriY-12174,2
AvQkg-11260,3
UNbxt-55229,2
WSlJl-83514,4
zVPxL-97976,2
wLUxx-13239,3
KvDJg-19751,2
UFibz-96975,1
jURMH-81915,4
RaOWX-39851,1
ezzOO-98117,4
XuRuk-56893,2
njwcy-46547,4
YVGRz-10143,1
XuOLn-51406,1
WDMxz-94206,2
UJndV-52533,1
NYAMC-41071,4
PSuoa-38787,1
uHJbY-83116,3
xtoGp-42151,1
TCYRR-10568,3
vdzay-21645,4
XGQlv-79808,3
CynxX-75500,4
LpCdZ-54622,4
aCQcN-51112,1
vZdjR-58799,4
TxKqG-72418,1
xJUdy-15617,1
YfQbs-90909,1
Pzgqx-68611,3
oZGev-63914,4
ZxrEd-61674,2
PAHAw-19145,3
SzbJW-61679,3
lLDuC-57902,2
xrcIu-74333,1
zLQzd-43626,3
tYtmX-20490,4
pplSY-32636,4
LvYvk-45311,1
HNNQp-62628,1
Jcpzf-85772,1
NIXQP-72957,3
gcMxY-67920,2
xtMVq-18201,2
UsAWA-21651,1
WxPrf-90945,1
pBOkx-24931,1
kjcSq-66287,1
QTcfG-89459,3
uluzf-85579,2
vzyEZ-95166,2
UwPxV-23715,1
OftQx-18432,3
hoeLE-92872,4
DwKVu-83314,1
iqKcz-62571,4
KrvYa-58136,4
ErKTo-76844,3
bJDFx-38978,1
Lqtdw-89286,1
Ksjjd-97488,4
TdGOo-74664,1
JmHkz-33331,4
QSqWV-31882,1
OXUVL-23919,2
vzSII-34805,1
LlGar-62369,2
cjllR-63428,1
AfXmq-43566,3
nJTiu-68001,2
HzDyq-39125,3
yzDfr-42009,1
VmdLK-47278,3
IqOyz-28085,4
qPjTG-47258,1
eIhYo-84872,2
wTqcG-57956,1
dPhwa-84864,1
XDdPi-73736,1
pLruy-80614,3
LilAG-58312,4
WtBfQ-82593,2
IlCMb-94153,3
ipLWf-76880,1
rbcQN-80473,2
roaLn-44234,1
xLjnc-83558,2
fMHkS-73678,2
NlDsA-90340,2
fGLkN-20543,3
JclTu-70276,1
aYZYC-44721,2
usnHD-46052,1
vaRBA-53093,2
JJEsV-40926,3
EYVJq-76298,1
EWBeJ-66882,4
OgKUI-79366,3
cVqXi-64961,4
yjEFX-46771,4
wiXXa-44017,1
yeStt-95378,4
PailT-12823,4
IuXDO-30919,1
hqXRw-64488,3
VvgAd-24205,3
hvYJV-26132,4
tgpAz-67722,3
PxlBH-67223,3
SMVmj-63828,1
wDSLt-25645,4
LEloC-40342,3
Fbvfy-17465,1
ebvTY-44638,3
NjtJd-23920,2
TjGXM-79883,2
xHjaf-87767,3
TZBiE-34047,2
oFZzq-43559,4
vRCCX-26984,1
nucvq-92493,2
QArBs-35380,2
pPpml-27985,1
Ryxyz-10856,1
jdHWG-91275,1
MAvrX-52942,3
drNDu-81993,3
PiUNj-31781,4
GzOHk-59817,2
VlXfF-75060,4
UYCTl-18666,2
szDzH-66737,4
VaVnX-22838,2
aRujJ-96661,3
lqRrV-83280,4
KbKCz-87980,2
KREAK-23563,1
pvkzn-48140,1
rApAc-95452,2
ITgRB-27996,2
